,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,pH,sulphates,alcohol,quality
370,6.9,0.33,0.21,0.053,39.0,3.12,0.45,9.4,6
371,7.7,0.29,0.48,0.049,36.0,3.17,0.64,10.6,6
372,6.6,0.905,0.19,0.048,17.0,3.34,0.56,10.0,5
373,7.2,0.27,0.27,0.048,30.0,3.1,0.51,9.2,6
374,5.1,0.33,0.22,0.027000000000000003,18.0,3.51,0.38,12.5,7
375,5.1,0.33,0.22,0.027000000000000003,18.0,3.51,0.38,12.5,7
376,6.4,0.31,0.28,0.037000000000000005,12.0,3.32,0.51,10.4,7
377,7.3,0.2,0.44,0.045,21.0,3.15,0.46,10.0,7
378,5.7,0.32,0.5,0.049,17.0,3.22,0.64,10.0,6
379,6.4,0.31,0.28,0.037000000000000005,12.0,3.32,0.51,10.4,7
380,7.3,0.2,0.44,0.045,21.0,3.15,0.46,10.0,7
381,7.2,0.28,0.26,0.046,48.0,3.1,0.52,9.0,6
382,7.5,0.35,0.28,0.051,26.0,3.12,0.53,9.2,6
383,7.2,0.27,0.27,0.048,30.0,3.1,0.51,9.2,6
384,6.0,0.36,0.39,0.027000000000000003,20.0,3.38,0.39,11.3,7
385,5.1,0.33,0.22,0.027000000000000003,18.0,3.51,0.38,12.5,7
386,5.0,0.17,0.56,0.026000000000000002,24.0,3.48,0.39,10.8,7
387,6.3,0.39,0.35,0.04,82.5,3.12,0.66,10.1,5
388,6.7,0.21,0.32,0.047,29.0,3.39,0.46,9.7,6
389,7.0,0.3,0.38,0.032,60.0,3.18,0.61,9.3,7
390,7.0,0.3,0.38,0.032,60.0,3.18,0.61,9.3,7
391,6.5,0.36,0.32,0.031,13.0,3.1,0.46,10.6,5
392,6.1,0.55,0.15,0.031,19.0,3.36,0.47,10.2,6
393,7.3,0.24,0.43,0.021,20.0,3.08,0.56,12.2,6
394,6.8,0.37,0.51,0.044000000000000004,62.0,3.19,0.44,8.8,5
395,6.8,0.27,0.12,0.04,87.0,3.18,0.41,10.0,5
396,8.2,0.28,0.42,0.031,30.0,3.09,0.39,11.4,5
397,6.3,0.2,0.4,0.037000000000000005,35.0,3.46,0.5,11.4,6
398,5.9,0.26,0.27,0.048,52.0,3.35,0.44,9.4,5
399,6.4,0.19,0.42,0.032,32.0,3.3,0.41,11.7,6
400,6.3,0.2,0.4,0.037000000000000005,35.0,3.46,0.5,11.4,6
401,6.8,0.37,0.51,0.044000000000000004,62.0,3.19,0.44,8.8,5
402,6.1,0.35,0.07,0.069,22.0,3.23,0.52,9.2,5
403,7.1,0.27,0.31,0.046,55.0,3.07,0.56,8.7,5
404,6.8,0.22,0.31,0.035,33.0,3.24,0.66,12.6,6
405,6.8,0.27,0.12,0.04,87.0,3.18,0.41,10.0,5
406,5.8,0.28,0.34,0.031,40.0,3.39,0.39,12.8,7
407,6.9,0.49,0.24,0.049,13.0,3.17,0.51,9.4,5
408,6.3,0.14,0.39,0.044000000000000004,26.0,3.26,0.53,10.3,6
409,8.2,0.28,0.42,0.031,30.0,3.09,0.39,11.4,5
410,7.2,0.25,0.39,0.038,42.0,2.97,0.47,9.0,6
411,7.3,0.28,0.36,0.04,38.0,3.3,0.79,9.6,6
412,7.2,0.19,0.39,0.036000000000000004,32.0,3.16,0.5,10.5,5
413,7.2,0.19,0.39,0.036000000000000004,32.0,3.16,0.5,10.5,5
414,7.2,0.25,0.39,0.038,42.0,2.97,0.47,9.0,6
415,7.3,0.28,0.36,0.04,38.0,3.3,0.79,9.6,6
416,7.4,0.21,0.27,0.040999999999999995,27.0,3.19,0.33,9.8,6
417,6.8,0.26,0.22,0.047,57.0,3.1,0.47,9.0,5
418,7.4,0.21,0.27,0.040999999999999995,27.0,3.19,0.33,9.8,6
419,7.4,0.31,0.28,0.05,33.0,3.31,0.56,10.5,6
420,7.0,0.22,0.31,0.03,41.0,3.16,0.37,12.7,7
421,7.0,0.21,0.28,0.045,37.0,3.25,0.54,10.4,6
422,7.0,0.21,0.28,0.045,37.0,3.25,0.54,10.4,6
423,7.0,0.21,0.28,0.045,37.0,3.25,0.54,10.4,6
424,6.9,0.23,0.38,0.047,47.0,3.34,0.52,10.5,7
425,7.0,0.21,0.28,0.045,37.0,3.25,0.54,10.4,6
426,7.0,0.21,0.28,0.045,37.0,3.25,0.54,10.4,6
427,6.8,0.29,0.5,0.053,48.0,3.09,0.45,9.4,5
428,7.8,0.21,0.27,0.051,20.0,3.06,0.46,9.1,5
429,7.1,0.31,0.47,0.055999999999999994,54.0,3.1,0.49,9.3,5
430,6.8,0.29,0.5,0.053,48.0,3.09,0.45,9.4,5
431,6.4,0.34,0.1,0.048,19.0,3.21,0.38,9.8,5
432,7.4,0.155,0.34,0.045,73.5,3.18,0.61,9.9,7
433,7.2,0.55,0.09,0.10800000000000001,16.0,3.07,0.57,9.2,4
434,7.0,0.23,0.36,0.027999999999999997,31.0,3.35,0.47,12.1,8
435,6.9,0.2,0.37,0.027000000000000003,24.0,3.38,0.49,12.2,7
436,6.1,0.28,0.32,0.042,23.0,3.27,0.6,9.8,5
437,6.6,0.16,0.32,0.035,49.0,3.35,0.64,12.4,8
438,7.4,0.155,0.34,0.045,73.5,3.18,0.61,9.9,7
439,6.2,0.35,0.04,0.06,23.0,3.26,0.54,9.2,5
440,6.7,0.22,0.37,0.027999999999999997,24.0,3.29,0.59,11.6,7
441,6.1,0.38,0.2,0.033,25.0,3.3,0.69,10.4,6
442,6.0,0.25,0.28,0.026000000000000002,54.0,3.43,0.65,12.9,8
443,6.6,0.52,0.44,0.048,54.0,3.26,0.54,9.3,6
444,6.9,0.24,0.36,0.031,40.0,3.2,0.33,11.0,6
445,7.1,0.32,0.32,0.038,16.0,3.24,0.4,11.5,3
446,5.8,0.28,0.27,0.054000000000000006,30.0,3.53,0.42,12.4,5
447,6.5,0.41,0.24,0.048,24.0,3.44,0.53,9.8,6
448,6.5,0.41,0.24,0.048,24.0,3.44,0.53,9.8,6
449,6.4,0.28,0.29,0.052000000000000005,34.0,3.48,0.56,10.5,7
450,7.2,0.6,0.2,0.07,21.0,3.03,0.54,9.1,5
451,6.1,0.2,0.25,0.038,34.0,3.24,0.44,10.1,5
452,5.9,0.46,0.14,0.042,27.0,3.46,0.51,10.6,7
453,6.0,0.27,0.27,0.046,32.0,3.41,0.51,10.5,7
454,6.4,0.28,0.29,0.052000000000000005,34.0,3.48,0.56,10.5,7
455,6.4,0.41,0.24,0.048,24.0,3.44,0.53,9.8,6
456,6.3,0.23,0.31,0.022000000000000002,11.0,3.3,0.4,12.9,7
457,7.1,0.21,0.27,0.055999999999999994,26.0,2.95,0.52,9.5,5
458,6.0,0.37,0.32,0.053,31.0,3.29,0.72,9.8,6
459,6.1,0.43,0.35,0.059000000000000004,83.0,3.37,0.5,8.5,5
460,7.1,0.21,0.27,0.055999999999999994,26.0,2.95,0.52,9.5,5
461,7.0,0.25,0.29,0.047,40.0,3.22,0.45,9.3,5
462,5.9,0.25,0.19,0.047,50.0,3.35,0.38,9.5,5
463,6.8,0.32,0.21,0.044000000000000004,15.0,3.17,0.39,9.4,6
464,7.2,0.39,0.62,0.047,66.0,3.16,0.5,8.7,5
465,6.3,0.21,0.58,0.081,34.0,2.95,0.46,8.9,5
466,7.0,0.14,0.32,0.039,54.0,3.22,0.43,9.4,6
467,6.8,0.32,0.21,0.044000000000000004,15.0,3.17,0.39,9.4,6
468,7.2,0.39,0.62,0.047,66.0,3.16,0.5,8.7,5
469,7.2,0.29,0.53,0.047,59.0,3.09,0.52,9.6,5
470,8.6,0.37,0.7,0.039,21.0,3.0,0.73,9.3,6
471,6.5,0.38,0.34,0.036000000000000004,34.0,3.14,0.76,10.0,5
472,6.6,0.24,0.29,0.023,19.0,3.25,0.45,12.5,6
473,7.0,0.17,0.31,0.034,34.0,3.36,0.48,9.6,7
474,5.5,0.16,0.22,0.03,30.0,3.24,0.36,9.4,6
475,7.0,0.24,0.51,0.028999999999999998,55.0,3.03,0.61,9.5,5
476,7.4,0.28,0.36,0.027999999999999997,42.0,2.99,0.39,12.4,7
477,7.0,0.22,0.28,0.037000000000000005,29.0,3.11,0.55,10.5,6
478,7.1,0.55,0.13,0.073,21.0,2.97,0.58,9.2,6
479,6.3,0.22,0.33,0.040999999999999995,67.0,3.32,0.56,10.4,6
480,6.7,0.47,0.34,0.043,31.0,3.22,0.6,9.2,5
481,5.9,0.36,0.41,0.047,45.0,3.33,0.51,10.6,6
482,5.8,0.25,0.24,0.044000000000000004,41.0,3.34,0.42,9.5,5
483,6.7,0.47,0.34,0.043,31.0,3.22,0.6,9.2,5
484,6.2,0.37,0.3,0.34600000000000003,79.0,3.29,0.58,9.6,5
485,6.2,0.18,0.38,0.027999999999999997,36.0,3.47,0.54,9.7,6
486,6.0,0.16,0.37,0.025,43.0,3.46,0.51,9.7,6
487,6.6,0.34,0.28,0.035,32.0,3.1,0.42,10.7,6
488,7.4,0.29,0.29,0.045,53.0,3.34,0.68,10.5,6
489,7.4,0.26,0.31,0.047,52.0,3.13,0.45,8.9,6
490,7.0,0.28,0.36,0.035,8.0,3.09,0.46,12.1,6
491,7.1,0.23,0.39,0.032,12.0,3.25,0.4,12.7,7
492,7.8,0.19,0.26,0.039,42.0,3.18,0.46,9.9,6
493,6.3,0.19,0.28,0.022000000000000002,28.0,3.2,0.64,11.4,6
494,6.8,0.2,0.38,0.04,27.0,3.37,0.58,10.7,6
495,5.7,0.44,0.13,0.025,28.0,3.33,0.48,12.5,6
496,7.2,0.4,0.62,0.040999999999999995,70.0,3.08,0.49,8.6,4
497,6.8,0.23,0.32,0.026000000000000002,43.0,3.29,0.54,12.5,6
498,5.7,0.335,0.34,0.04,13.0,3.27,0.66,10.0,5
499,7.2,0.4,0.62,0.040999999999999995,70.0,3.08,0.49,8.6,4
500,7.2,0.28,0.54,0.045,54.0,3.08,0.49,9.5,6
501,6.8,0.19,0.58,0.038,51.0,3.12,0.48,9.6,6
502,6.4,0.3,0.3,0.038,8.0,3.2,0.62,9.9,6
503,6.5,0.3,0.29,0.037000000000000005,8.0,3.19,0.62,9.9,5
504,7.8,0.18,0.31,0.053,46.0,3.06,0.53,8.9,6
505,7.8,0.18,0.31,0.053,46.0,3.06,0.53,8.9,6
506,7.3,0.51,0.26,0.09,7.0,3.01,0.52,8.8,5
507,6.0,0.24,0.27,0.048,40.0,3.64,0.54,10.0,7
508,5.9,0.62,0.28,0.039,55.0,3.44,0.44,12.0,6
509,6.0,0.24,0.27,0.048,40.0,3.64,0.54,10.0,7
510,6.7,0.27,0.12,0.040999999999999995,62.0,3.21,0.42,10.0,6
511,7.8,0.34,0.35,0.042,8.0,3.11,0.41,12.1,6
512,7.3,0.26,0.36,0.04,31.0,3.16,0.59,11.0,6
513,7.4,0.36,0.33,0.025,27.0,3.21,0.33,11.2,6
514,7.8,0.28,0.32,0.036000000000000004,34.0,3.17,0.39,10.3,7
515,6.1,0.31,0.26,0.051,28.0,3.37,0.47,10.4,6
516,6.8,0.18,0.37,0.055,47.0,3.08,0.45,9.1,5
517,7.4,0.15,0.42,0.045,49.0,3.0,0.6,10.4,6
518,5.9,0.13,0.28,0.05,20.0,3.43,0.64,10.8,6
519,7.2,0.34,0.34,0.048,7.0,3.19,0.4,11.7,5
520,7.9,0.19,0.26,0.039,8.0,3.05,0.74,9.8,5
521,7.9,0.19,0.26,0.039,8.0,3.05,0.74,9.8,5
522,6.9,0.25,0.4,0.038,22.0,3.03,0.39,11.4,6
523,5.8,0.36,0.32,0.033,22.0,3.03,0.38,11.2,6
524,5.6,0.35,0.37,0.038,6.0,3.37,0.34,11.4,5
525,5.9,0.32,0.39,0.114,24.0,3.09,0.45,9.2,6
526,7.2,0.31,0.46,0.04,3.0,3.04,0.53,12.5,4
527,6.1,0.28,0.22,0.034,32.0,3.36,0.44,12.6,6
528,5.2,0.36,0.02,0.031,24.0,3.44,0.35,12.2,6
529,5.6,0.19,0.47,0.03,19.0,3.56,0.45,11.2,6
530,6.4,0.1,0.35,0.048,31.0,3.43,0.79,9.7,6
531,6.4,0.18,0.48,0.18600000000000003,64.0,3.06,0.4,9.3,5
532,7.4,0.25,0.36,0.067,53.0,3.01,0.48,9.0,6
533,7.4,0.25,0.36,0.067,53.0,3.01,0.48,9.0,6
534,7.4,0.25,0.36,0.067,53.0,3.01,0.48,9.0,6
535,7.9,0.345,0.51,0.047,54.0,3.09,0.51,9.1,5
536,7.9,0.345,0.51,0.047,54.0,3.09,0.51,9.1,5
537,7.4,0.25,0.36,0.067,53.0,3.01,0.48,9.0,6
538,6.1,0.24,0.3,0.045,22.0,3.31,0.54,10.4,5
539,6.8,0.25,0.24,0.053,41.0,3.37,0.67,9.5,6
540,6.7,0.31,0.31,0.04,10.0,3.46,0.55,11.4,4
541,7.2,0.46,0.65,0.05,76.0,3.16,0.42,8.7,5
542,5.5,0.35,0.35,0.045,14.0,3.34,0.68,9.9,6
543,6.7,0.24,0.41,0.036000000000000004,29.0,3.22,0.62,9.9,6
544,6.8,0.28,0.17,0.047,49.0,3.21,0.51,9.0,6
545,6.4,0.16,0.22,0.04,41.0,3.49,0.58,10.0,6
546,6.3,0.26,0.24,0.039,38.0,3.49,0.64,9.7,6
547,7.7,0.22,0.42,0.052000000000000005,10.0,3.3,0.49,11.8,6
548,6.5,0.18,0.31,0.044000000000000004,30.0,3.49,0.5,10.2,7
549,7.2,0.46,0.65,0.05,76.0,3.16,0.42,8.7,5
550,7.0,0.3,0.51,0.05,40.0,3.07,0.52,9.6,7
551,9.2,0.25,0.34,0.026000000000000002,31.0,2.93,0.37,11.3,7
552,7.8,0.28,0.34,0.027999999999999997,32.0,3.0,0.38,12.1,7
553,7.0,0.3,0.51,0.05,40.0,3.07,0.52,9.6,7
554,7.8,0.28,0.34,0.027999999999999997,32.0,3.0,0.38,12.1,7
555,9.2,0.25,0.34,0.026000000000000002,31.0,2.93,0.37,11.3,7
556,8.4,0.35,0.71,0.046,22.0,2.98,0.65,9.4,5
557,6.1,0.41,0.24,0.049,16.0,3.32,0.5,10.4,6
558,5.9,0.21,0.24,0.044000000000000004,53.0,3.25,0.39,9.5,5
559,7.2,0.34,0.44,0.047,51.0,3.01,0.76,12.3,6
560,6.7,0.21,0.42,0.049,31.0,3.12,0.74,9.9,7
561,5.9,0.37,0.1,0.057,39.0,3.24,0.48,10.1,5
562,7.7,0.34,0.27,0.063,39.0,3.09,0.63,9.2,6
563,7.4,0.3,0.22,0.046,16.0,3.08,0.77,10.4,7
564,6.8,0.51,0.3,0.066,38.0,3.2,0.42,9.1,5
565,7.8,0.22,0.38,0.059000000000000004,28.0,3.12,0.47,10.0,6
566,7.2,0.35,0.34,0.051,6.0,3.13,0.39,11.5,6
567,6.0,0.26,0.5,0.048,59.0,3.08,0.61,9.8,5
568,6.1,0.26,0.51,0.05,61.0,3.08,0.6,9.8,6
569,6.5,0.28,0.27,0.04,44.0,3.19,0.69,9.4,6
570,7.4,0.41,0.66,0.051,77.0,3.05,0.46,8.7,5
571,6.5,0.28,0.29,0.038,26.0,3.32,0.41,11.6,7
572,6.7,0.34,0.54,0.047,44.0,3.04,0.56,8.8,5
573,7.2,0.2,0.34,0.032,49.0,3.16,0.39,12.7,7
574,7.4,0.2,0.33,0.035,39.0,3.17,0.44,11.7,7
575,8.2,0.22,0.3,0.047,47.0,3.13,0.5,10.2,6
576,8.2,0.23,0.29,0.047,47.0,3.13,0.5,10.2,6
577,7.1,0.22,0.33,0.033,48.0,3.15,0.38,12.7,7
578,6.5,0.28,0.29,0.038,26.0,3.32,0.41,11.6,7
579,6.0,0.38,0.26,0.034,42.0,3.38,0.38,12.3,7
580,7.4,0.41,0.66,0.051,77.0,3.05,0.46,8.7,5
581,5.7,0.18,0.22,0.042,25.0,3.35,0.39,9.4,5
582,7.3,0.3,0.22,0.055999999999999994,44.0,3.13,0.35,10.1,6
583,7.4,0.24,0.22,0.042,26.0,2.86,0.36,9.7,6
584,6.6,0.25,0.3,0.046,32.0,3.42,0.51,10.1,7
585,7.4,0.24,0.22,0.042,26.0,2.86,0.36,9.7,6
586,7.4,0.26,0.3,0.049,38.0,3.13,0.48,8.9,6
587,6.1,0.32,0.25,0.034,37.0,3.47,0.5,10.8,7
588,6.9,0.28,0.27,0.036000000000000004,42.0,3.42,0.49,10.8,7
589,7.0,0.23,0.33,0.04,25.0,3.19,0.58,9.5,6
590,7.1,0.31,0.5,0.059000000000000004,6.0,2.94,0.44,9.1,5
591,7.3,0.2,0.37,0.037000000000000005,48.0,3.32,0.49,10.9,6
592,6.9,0.41,0.33,0.043,28.0,3.2,0.52,9.4,5
593,6.4,0.45,0.07,0.03,10.0,2.97,0.28,10.8,5
594,6.4,0.475,0.06,0.03,9.0,2.97,0.29,10.8,5
595,6.3,0.27,0.38,0.051,7.0,3.45,0.5,10.5,7
596,6.9,0.41,0.33,0.043,28.0,3.2,0.52,9.4,5
597,7.0,0.29,0.37,0.034,26.0,3.17,0.44,10.8,6
598,5.9,0.27,0.29,0.036000000000000004,31.0,3.35,0.48,10.5,8
599,6.9,0.19,0.4,0.036000000000000004,14.0,3.08,0.68,11.5,7
600,6.7,0.3,0.35,0.18,36.0,3.11,0.54,9.4,6
601,7.2,0.24,0.4,0.045,31.0,2.88,0.38,10.8,6
602,6.4,0.45,0.07,0.03,10.0,2.97,0.28,10.8,5
603,6.4,0.475,0.06,0.03,9.0,2.97,0.29,10.8,5
604,6.3,0.26,0.49,0.052000000000000005,34.0,2.99,0.61,9.8,6
605,6.3,0.26,0.49,0.052000000000000005,34.0,2.99,0.61,9.8,6
606,7.3,0.25,0.29,0.049,38.0,3.43,0.38,9.6,5
607,7.3,0.25,0.29,0.049,38.0,3.43,0.38,9.6,5
608,6.1,0.28,0.25,0.044000000000000004,48.0,3.34,0.48,9.5,5
609,7.4,0.37,0.35,0.061,12.0,3.48,0.69,10.7,6
610,6.5,0.36,0.28,0.037000000000000005,29.0,3.25,0.65,12.4,8
611,7.4,0.24,0.4,0.032,9.0,3.09,0.39,11.1,6
612,7.5,0.23,0.68,0.047,37.0,2.99,0.38,8.8,5
613,7.5,0.21,0.68,0.045,38.0,3.0,0.36,8.7,5
614,7.5,0.21,0.68,0.045,38.0,3.0,0.36,8.7,5
615,7.5,0.23,0.68,0.047,37.0,2.99,0.38,8.8,5
616,7.8,0.32,0.33,0.037000000000000005,18.0,3.21,0.65,11.7,7
617,7.8,0.26,0.27,0.051,52.0,3.23,0.5,10.9,6
618,7.7,0.24,0.27,0.051,52.0,3.23,0.5,10.8,6
619,7.4,0.19,0.3,0.057,33.0,3.12,0.5,9.6,6
620,6.5,0.46,0.41,0.084,59.0,3.18,0.58,9.0,5
621,6.5,0.26,0.43,0.083,50.0,2.85,0.5,9.0,5
622,5.3,0.32,0.12,0.043,22.0,3.36,0.6,10.4,6
623,7.2,0.24,0.34,0.045,3.0,3.23,0.51,11.4,5
624,6.0,0.36,0.06,0.066,27.0,3.26,0.55,9.3,5
625,6.2,0.24,0.29,0.039,49.0,3.33,0.46,11.0,8
626,7.6,0.56,0.12,0.096,22.0,3.32,0.45,9.1,4
627,7.0,0.32,0.24,0.048,31.0,3.23,0.62,9.4,6
628,7.0,0.32,0.24,0.048,31.0,3.23,0.62,9.4,6
629,5.8,0.31,0.33,0.036000000000000004,23.0,3.18,0.6,10.5,6
630,7.0,0.23,0.42,0.05,35.0,3.22,0.42,8.8,5
631,7.0,0.23,0.42,0.05,35.0,3.22,0.42,8.8,5
632,6.9,0.24,0.33,0.04,16.0,3.26,0.64,10.7,6
633,6.0,0.29,0.2,0.045,45.0,3.33,0.42,9.5,5
634,6.1,0.17,0.28,0.033,46.0,3.43,0.49,10.9,6
635,5.9,0.14,0.25,0.027000000000000003,34.0,3.49,0.51,10.8,6
636,6.2,0.17,0.28,0.037000000000000005,39.0,3.41,0.46,10.8,7
637,7.4,0.28,0.25,0.053,25.0,3.1,0.62,9.2,5
638,5.6,0.35,0.14,0.046,48.0,3.3,0.71,10.3,5
639,5.8,0.335,0.14,0.046,49.0,3.3,0.71,10.3,5
640,5.6,0.235,0.29,0.047,33.0,3.34,0.5,11.0,7
641,6.1,0.28,0.25,0.054000000000000006,34.0,3.25,0.43,9.0,4
642,6.3,0.21,0.33,0.046,68.0,3.36,0.5,10.4,6
643,6.4,0.24,0.28,0.05,34.0,3.31,0.45,9.5,5
644,6.4,0.24,0.29,0.051,32.0,3.31,0.45,9.5,5
645,6.3,0.26,0.25,0.057999999999999996,44.0,3.24,0.41,9.0,5
646,6.5,0.33,0.72,0.061,7.0,3.09,0.57,9.5,4
647,7.4,0.105,0.34,0.05,57.0,3.16,0.37,9.0,6
648,6.0,0.32,0.12,0.040999999999999995,34.0,3.16,0.72,10.0,5
649,7.1,0.26,0.34,0.067,35.0,3.07,0.53,9.1,7
650,7.1,0.26,0.34,0.067,35.0,3.07,0.53,9.1,7
651,7.1,0.26,0.34,0.067,35.0,3.07,0.53,9.1,7
652,7.1,0.26,0.34,0.067,35.0,3.07,0.53,9.1,7
653,5.9,0.24,0.26,0.053,34.0,3.34,0.45,9.5,6
654,6.5,0.21,0.37,0.048,70.0,3.33,0.75,11.4,7
655,7.7,0.27,0.35,0.03,30.0,3.11,0.42,12.2,6
656,9.0,0.27,0.35,0.027999999999999997,27.0,3.04,0.4,11.3,6
657,7.3,0.34,0.21,0.05,14.0,3.25,0.44,10.2,5
658,6.6,0.27,0.25,0.052000000000000005,41.0,3.24,0.4,11.3,5
659,6.8,0.29,0.16,0.038,122.5,3.15,0.47,10.0,4
660,7.1,0.28,0.26,0.049,12.0,3.15,0.38,9.4,5
661,6.8,0.25,0.34,0.032,47.0,3.37,0.5,12.2,7
662,7.0,0.57,0.1,0.094,23.0,3.4,0.47,9.2,4
663,7.1,0.28,0.26,0.049,12.0,3.15,0.38,9.4,5
664,7.1,0.17,0.38,0.052000000000000005,49.0,3.35,0.52,9.6,6
665,7.8,0.28,0.22,0.055999999999999994,24.0,3.28,0.48,9.5,5
666,6.8,0.22,0.37,0.036000000000000004,38.0,3.35,0.72,12.5,6
667,7.1,0.17,0.38,0.052000000000000005,49.0,3.35,0.52,9.6,6
668,6.1,0.14,0.25,0.047,37.0,3.35,0.46,10.0,6
669,6.4,0.24,0.5,0.047,60.0,3.18,0.57,9.3,5
670,7.8,0.42,0.26,0.057999999999999996,34.0,3.14,0.55,9.3,6
671,6.6,0.28,0.36,0.038,22.0,3.29,0.57,11.6,6
672,7.1,0.32,0.34,0.039,46.0,3.38,0.5,12.5,8
673,6.7,0.31,0.3,0.038,18.0,3.36,0.63,10.6,6
674,6.4,0.32,0.5,0.047,57.0,3.08,0.6,9.4,5
675,6.1,0.28,0.25,0.055999999999999994,44.0,3.19,0.4,9.1,6
676,5.9,0.29,0.25,0.057,48.0,3.23,0.41,9.0,6
677,5.8,0.32,0.38,0.033,23.0,3.42,0.42,11.8,7
678,5.8,0.32,0.38,0.033,23.0,3.42,0.42,11.8,7
679,5.7,0.32,0.38,0.033,23.0,3.42,0.42,11.8,7
680,6.7,0.28,0.14,0.043,64.0,3.17,0.39,10.0,5
681,6.8,0.34,0.69,0.057999999999999996,12.0,3.06,0.47,9.7,5
682,5.9,0.25,0.25,0.052000000000000005,30.0,3.24,0.44,9.5,6
683,6.4,0.27,0.32,0.24,61.0,3.12,0.48,9.4,5
684,8.1,0.46,0.31,0.052000000000000005,50.0,3.03,0.42,11.2,5
685,6.2,0.36,0.26,0.051,54.0,3.25,0.46,9.0,5
686,6.8,0.22,0.35,0.043,21.0,3.3,0.53,10.7,7
687,6.8,0.67,0.3,0.29,22.0,3.08,0.67,9.0,4
688,7.2,0.28,0.3,0.044000000000000004,61.0,3.14,0.5,9.1,6
689,6.7,0.17,0.37,0.039,34.0,3.26,0.6,10.8,7
690,6.9,0.2,0.34,0.043,25.0,3.31,0.6,10.1,4
691,6.1,0.36,0.16,0.037000000000000005,36.0,3.17,0.62,9.9,6
692,6.0,0.36,0.16,0.036000000000000004,36.0,3.17,0.62,9.8,5
693,5.9,0.37,0.14,0.036000000000000004,34.0,3.17,0.63,9.8,5
694,7.6,0.29,0.58,0.040999999999999995,51.0,3.16,0.66,9.5,6
695,6.3,0.34,0.28,0.047,49.0,3.23,0.46,9.5,5
696,6.7,0.19,0.34,0.022000000000000002,22.0,3.23,0.57,11.1,6
697,7.5,0.31,0.51,0.039,62.0,3.06,0.6,9.5,5
698,7.5,0.31,0.51,0.039,62.0,3.06,0.6,9.5,5
699,7.4,0.31,0.48,0.042,62.0,3.06,0.59,9.4,5
700,8.4,0.4,0.7,0.042,29.0,3.06,0.64,9.7,5
701,5.9,0.34,0.22,0.03,19.0,3.41,0.78,13.9,7
702,6.6,0.38,0.18,0.042,20.0,3.22,0.45,10.1,4
703,6.4,0.33,0.28,0.038,30.0,3.12,0.42,10.5,6
704,5.6,0.25,0.26,0.037000000000000005,18.0,3.42,0.5,12.6,6
705,8.6,0.27,0.46,0.032,13.0,2.89,0.34,10.9,5
706,6.2,0.31,0.21,0.040999999999999995,50.0,3.15,0.6,10.0,5
707,7.2,0.18,0.45,0.046,57.0,3.13,0.62,11.2,6
708,7.7,0.2,0.44,0.05,44.0,3.11,0.48,10.0,6
709,6.2,0.47,0.21,0.044000000000000004,13.0,3.14,0.46,9.2,5
710,6.1,0.25,0.24,0.046,51.0,3.35,0.45,9.5,5
711,8.2,0.27,0.43,0.035,31.0,3.1,0.5,12.3,6
712,8.2,0.27,0.43,0.035,31.0,3.1,0.5,12.3,6
713,6.4,0.31,0.39,0.04,57.0,3.32,0.43,10.0,5
714,6.0,0.39,0.26,0.038,39.0,3.41,0.5,10.8,6
715,6.2,0.21,0.27,0.038,41.0,3.49,0.71,10.5,7
716,7.7,0.42,0.31,0.048,22.0,3.06,0.61,9.2,6
717,7.0,0.27,0.41,0.042,34.0,2.96,0.5,9.1,5
718,6.2,0.21,0.27,0.038,41.0,3.49,0.71,10.5,7
719,7.4,0.29,0.5,0.042,35.0,3.45,0.5,10.2,7
720,6.6,0.29,0.44,0.053,62.0,3.02,0.45,8.9,5
721,6.0,0.3,0.44,0.046,15.0,3.5,0.52,10.4,5
722,6.9,0.31,0.34,0.032,23.0,3.37,0.47,11.7,6
723,6.6,0.33,0.31,0.02,29.0,3.26,0.44,12.4,8
724,7.8,0.3,0.4,0.027999999999999997,23.0,3.14,0.39,10.9,7
725,6.4,0.39,0.21,0.040999999999999995,35.0,3.15,0.46,10.2,5
726,6.4,0.24,0.31,0.038,41.0,3.37,0.66,11.7,7
727,7.0,0.21,0.34,0.057,19.0,2.99,0.59,9.4,5
728,6.4,0.16,0.31,0.043,42.0,3.35,0.47,10.5,5
729,6.0,0.33,0.27,0.185,12.0,3.12,0.62,9.4,5
730,6.5,0.23,0.33,0.042,25.0,3.35,0.56,10.4,6
731,6.2,0.25,0.48,0.044000000000000004,78.0,3.25,0.47,9.5,6
732,8.8,0.28,0.45,0.022000000000000002,14.0,3.01,0.33,11.1,7
733,6.6,0.25,0.3,0.052000000000000005,40.0,3.02,0.5,9.1,6
734,6.9,0.38,0.25,0.04,28.0,3.28,0.61,9.2,5
735,6.4,0.25,0.3,0.038,15.0,3.14,0.49,9.6,6
736,6.6,0.25,0.3,0.052000000000000005,40.0,3.02,0.5,9.1,6
737,6.9,0.38,0.25,0.04,28.0,3.28,0.61,9.2,5
738,7.1,0.21,0.31,0.021,40.0,3.17,0.39,10.8,7
739,6.4,0.25,0.3,0.038,15.0,3.14,0.49,9.6,6
740,6.9,0.39,0.4,0.022000000000000002,5.0,3.31,0.37,12.6,3
741,5.8,0.2,0.3,0.031,21.0,3.44,0.55,11.0,6
742,7.0,0.2,0.37,0.03,26.0,3.28,0.61,10.2,6
